,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,latitude,longitude,number_of_baths,shared_bath,Unnamed: 0,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,netflix,fireplace,cable_tv,luggage_dropof_allowed
6720,within an hour,100.0,98.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,,1.0,75.0,3,1125,t,63,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,3.46,37.97458,23.73251,1.0,False,6720,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6721,,,,f,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,1.0,2.0,50.0,2,300,t,0,,,,,,,,t,,37.96475,23.71945,1.0,False,6721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6722,,,,f,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,1.0,2.0,77.0,2,1125,t,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.06,37.96321,23.72242,1.0,False,6722,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6723,within an hour,100.0,99.0,t,t,ΕΛΛΗΝΟΡΩΣΩΝ,Entire home/apt,3,1.0,1.0,42.0,1,1125,t,84,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,4.41,37.99413,23.77463,1.0,False,6723,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6724,within an hour,100.0,98.0,t,t,ΣΤΑΔΙΟ,Entire home/apt,5,2.0,3.0,29.0,2,1125,t,70,97.0,10.0,9.0,10.0,10.0,10.0,10.0,t,3.67,37.96797,23.74362,1.0,False,6724,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6725,a few days or more,0.0,25.0,f,f,ΓΟΥΔΙ,Entire home/apt,2,1.0,1.0,21.0,4,1125,t,0,,,,,,,,f,,37.98227,23.76404,1.0,False,6725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6726,within an hour,100.0,80.0,t,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,4,2.0,2.0,45.0,3,1125,t,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.53,37.97054,23.74279,1.0,False,6726,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6727,within an hour,100.0,100.0,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,5,2.0,3.0,29.0,2,1125,t,4,80.0,9.0,8.0,9.0,10.0,10.0,9.0,t,0.22,37.97627,23.7283,1.0,False,6727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6728,within an hour,100.0,100.0,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,1.0,2.0,25.0,2,1125,t,0,,,,,,,,t,,37.97737,23.72822,1.0,False,6728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6729,within an hour,100.0,100.0,f,f,ΑΝΩ ΠΑΤΗΣΙΑ,Entire home/apt,3,1.0,3.0,15.0,5,40,t,12,93.0,10.0,9.0,10.0,10.0,10.0,10.0,t,0.63,38.0203,23.73272,1.0,False,6729,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6730,within a few hours,100.0,100.0,t,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,1.0,42.0,1,1125,t,54,95.0,10.0,10.0,10.0,10.0,10.0,10.0,t,2.81,37.97503,23.73243,1.5,False,6730,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6731,within an hour,100.0,100.0,t,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,4,2.0,2.0,30.0,2,1125,t,7,100.0,10.0,10.0,10.0,10.0,9.0,9.0,t,0.54,37.99683,23.73244,1.0,False,6731,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6732,,,,f,f,ΚΥΨΕΛΗ,Entire home/apt,2,2.0,2.0,43.0,3,30,t,1,,,,,,,,t,0.05,37.99936,23.73808,1.5,False,6732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6733,,,100.0,f,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,1.0,30.0,2,20,t,15,97.0,10.0,9.0,10.0,10.0,10.0,10.0,t,0.84,37.9851,23.7419,1.0,False,6733,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6734,a few days or more,0.0,,f,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,2,1.0,1.0,37.0,1,1125,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.05,37.96315,23.72118,1.0,False,6734,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6735,within an hour,100.0,100.0,t,f,ΙΛΙΣΙΑ,Entire home/apt,4,1.0,2.0,47.0,2,1125,t,8,90.0,9.0,9.0,9.0,9.0,9.0,9.0,t,0.42,37.97429,23.74926,1.0,False,6735,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6736,within an hour,100.0,100.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,5,2.0,2.0,70.0,1,30,t,0,,,,,,,,f,,37.97847,23.72867,1.0,False,6736,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6737,within an hour,100.0,100.0,f,f,ΑΝΩ ΚΥΨΕΛΗ,Entire home/apt,4,1.0,2.0,30.0,2,1125,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.06,38.00754,23.73623,1.5,False,6737,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6738,within an hour,100.0,99.0,t,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,Entire home/apt,11,3.0,5.0,44.0,1,1125,t,28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,5.06,38.00229,23.73118,2.0,False,6738,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6739,within an hour,86.0,98.0,f,t,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,Entire home/apt,2,1.0,1.0,31.0,1,1125,t,17,89.0,9.0,9.0,10.0,10.0,9.0,9.0,t,1.34,37.98873,23.72075,1.5,False,6739,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6740,within an hour,100.0,95.0,t,t,ΛΥΚΑΒΗΤΤΟΣ,Entire home/apt,4,2.0,2.0,54.0,1,1125,t,13,94.0,10.0,10.0,10.0,10.0,9.0,9.0,t,0.74,37.98132,23.74631,1.0,False,6740,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6741,,,,f,f,ΑΚΡΟΠΟΛΗ,Entire home/apt,4,2.0,2.0,65.0,2,365,t,0,,,,,,,,f,,37.96607,23.72193,1.0,False,6741,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6742,,,,f,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,2.0,2.0,68.0,1,1125,t,0,,,,,,,,t,,37.98842,23.7295,1.0,False,6742,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6743,within an hour,86.0,98.0,f,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,2,1.0,1.0,31.0,1,1125,t,14,91.0,9.0,9.0,9.0,9.0,9.0,8.0,t,0.76,37.9893,23.7222,1.0,False,6743,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6744,within an hour,100.0,100.0,t,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,2,1.0,1.0,52.0,1,29,t,28,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,1.49,37.98781,23.72295,1.0,False,6744,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6745,within an hour,86.0,98.0,f,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,6,3.0,3.0,59.0,1,1125,t,5,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t,0.26,37.99154,23.72433,1.0,False,6745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6746,within a few hours,80.0,83.0,f,t,ΠΑΓΚΡΑΤΙ,Entire home/apt,2,1.0,1.0,54.0,2,365,t,56,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,2.94,37.97357,23.74914,1.0,False,6746,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6747,,,,f,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,2.0,2.0,60.0,1,1125,t,0,,,,,,,,f,,37.96396,23.7228,1.0,False,6747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6748,within an hour,97.0,97.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,,2.0,61.0,2,999,t,1,60.0,10.0,4.0,10.0,10.0,10.0,6.0,t,0.06,37.97687,23.73126,1.0,False,6748,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6749,within an hour,97.0,97.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,,2.0,34.0,2,999,t,4,90.0,10.0,10.0,10.0,10.0,10.0,9.0,t,0.22,37.97848,23.73298,1.0,False,6749,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6750,,,,f,t,ΑΚΡΟΠΟΛΗ,Entire home/apt,3,2.0,2.0,65.0,1,1125,t,0,,,,,,,,f,,37.96606,23.72174,1.0,False,6750,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6751,,,0.0,f,f,ΚΟΛΩΝΟΣ,Entire home/apt,4,1.0,2.0,30.0,2,1125,t,0,,,,,,,,f,,38.0017,23.71567,1.0,False,6751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6752,within an hour,100.0,100.0,t,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,1.0,2.0,28.0,1,22,t,43,98.0,10.0,10.0,10.0,10.0,9.0,10.0,t,2.4,37.98251,23.72239,1.0,False,6752,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6753,within an hour,100.0,100.0,t,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,3,,2.0,20.0,2,22,t,48,97.0,10.0,10.0,10.0,10.0,9.0,10.0,t,2.66,37.98099,23.72265,1.0,False,6753,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6754,within an hour,100.0,99.0,t,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Private room,3,1.0,2.0,37.0,1,1125,t,1,100.0,10.0,10.0,10.0,8.0,10.0,10.0,t,0.06,37.96492,23.72647,1.0,False,6754,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6755,within an hour,91.0,100.0,t,t,ΘΗΣΕΙΟ,Entire home/apt,6,2.0,3.0,220.0,1,1125,t,0,,,,,,,,t,,37.97628,23.72228,2.0,False,6755,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6756,,,100.0,t,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,2.0,2.0,50.0,1,1125,t,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.47,37.98261,23.73633,2.0,False,6756,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6757,within an hour,100.0,100.0,t,t,ΒΟΤΑΝΙΚΟΣ,Entire home/apt,3,1.0,1.0,40.0,3,1125,t,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.28,37.98265,23.71072,1.0,False,6757,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6758,within an hour,100.0,100.0,f,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Private room,2,1.0,1.0,16.0,3,1125,t,4,85.0,10.0,9.0,10.0,10.0,9.0,9.0,f,0.21,37.99118,23.73504,1.0,True,6758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6759,within a few hours,100.0,,f,t,ΚΟΛΩΝΑΚΙ,Entire home/apt,4,1.0,3.0,120.0,2,1125,t,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,t,0.17,37.97875,23.73855,2.5,False,6759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6760,within an hour,100.0,100.0,t,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,3,1.0,2.0,19.0,4,1125,t,30,94.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.58,37.98626,23.7354,1.0,False,6760,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6761,within an hour,100.0,96.0,t,f,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,1.0,2.0,287.0,1,28,t,52,99.0,10.0,10.0,10.0,10.0,10.0,9.0,t,2.81,37.98914,23.76486,1.0,False,6761,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6762,within an hour,83.0,98.0,t,t,ΘΗΣΕΙΟ,Entire home/apt,5,1.0,2.0,37.0,2,1125,t,21,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.2,37.97545,23.7193,1.0,False,6762,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6763,within a day,91.0,24.0,f,t,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,2.0,2.0,30.0,1,1125,t,5,96.0,10.0,10.0,9.0,10.0,10.0,10.0,f,0.27,37.95986,23.72855,1.0,False,6763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6764,within an hour,100.0,100.0,f,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,1.0,1.0,34.0,2,1125,t,22,95.0,10.0,10.0,10.0,10.0,9.0,10.0,t,1.15,37.98647,23.73088,1.0,False,6764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6765,within an hour,100.0,100.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,6,2.0,3.0,59.0,2,365,t,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.27,37.97531,23.7292,1.5,False,6765,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6766,,,100.0,f,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,2,,1.0,35.0,1,1125,t,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.59,37.96811,23.74546,1.0,False,6766,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6767,within an hour,100.0,98.0,f,t,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,1.0,1.0,230.0,2,1125,t,23,93.0,9.0,9.0,9.0,10.0,9.0,9.0,t,1.23,37.96091,23.72561,1.0,False,6767,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6768,within an hour,100.0,,f,f,ΚΥΨΕΛΗ,Entire home/apt,5,1.0,3.0,30.0,1,60,t,0,,,,,,,,t,,38.00087,23.73409,1.0,False,6768,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6769,within an hour,100.0,100.0,t,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Private room,2,1.0,1.0,20.0,2,1125,t,0,,,,,,,,t,,37.98855,23.72683,1.0,True,6769,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6770,within a few hours,100.0,,f,t,ΚΟΛΩΝΑΚΙ,Entire home/apt,6,2.0,3.0,100.0,4,1125,t,0,,,,,,,,t,,37.9785,23.74212,2.0,False,6770,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6771,,,,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,1.0,2.0,40.0,1,1125,t,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.16,37.96277,23.72518,1.0,False,6771,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
