,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,latitude,longitude,number_of_baths,shared_bath,Unnamed: 0,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,netflix,fireplace,cable_tv,luggage_dropof_allowed
2309,within an hour,97.0,100.0,t,t,ΠΑΓΚΡΑΤΙ,Entire home/apt,10,5.0,6.0,146.0,2,60,t,102,99.0,10.0,10.0,10.0,10.0,10.0,9.0,t,2.64,37.97063,23.74422,4.0,False,2309,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2310,within a day,100.0,,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,8,3.0,3.0,60.0,1,1125,t,10,100.0,9.0,10.0,10.0,10.0,9.0,10.0,f,0.24,37.95789,23.72502,2.0,False,2310,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2311,within an hour,97.0,98.0,f,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,6,2.0,4.0,84.0,2,730,t,7,97.0,10.0,10.0,9.0,10.0,10.0,9.0,t,0.17,37.96809,23.72583,1.0,False,2311,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2312,within an hour,100.0,100.0,f,t,ΒΟΤΑΝΙΚΟΣ,Entire home/apt,4,1.0,1.0,55.0,1,30,t,75,95.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.82,37.97974,23.70749,1.0,False,2312,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2313,,,,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,2.0,3.0,150.0,1,1125,f,0,,,,,,,,f,,37.97994,23.73207,1.0,False,2313,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,,,,f,f,ΚΟΛΩΝΑΚΙ,Entire home/apt,2,1.0,1.0,150.0,2,5,f,0,,,,,,,,f,,37.97741,23.74415,1.0,False,2314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,within an hour,97.0,100.0,t,t,ΠΑΓΚΡΑΤΙ,Entire home/apt,6,3.0,4.0,41.0,2,60,t,38,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.11,37.97063,23.74422,2.0,False,2315,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2316,,,,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,1.0,2.0,27.0,2,1125,t,189,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,4.57,37.95985,23.73077,1.0,False,2316,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2317,within an hour,97.0,98.0,f,t,ΑΚΡΟΠΟΛΗ,Entire home/apt,5,2.0,4.0,96.0,2,730,t,4,90.0,10.0,9.0,10.0,10.0,10.0,10.0,t,0.19,37.96958,23.72672,1.0,False,2317,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2318,within an hour,100.0,100.0,f,t,ΠΑΓΚΡΑΤΙ,Entire home/apt,4,2.0,3.0,42.0,2,1125,t,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.3,37.96961,23.74282,1.5,False,2318,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,within an hour,100.0,99.0,t,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,5,2.0,2.0,54.0,1,29,t,138,97.0,10.0,10.0,10.0,10.0,9.0,10.0,t,3.34,37.98844,23.72971,1.0,False,2319,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,within an hour,100.0,100.0,t,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,1.0,1.0,55.0,2,40,t,76,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.84,37.96531,23.72593,1.0,False,2320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2321,,,,f,f,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,4,1.0,1.0,49.0,1,121,t,40,97.0,10.0,10.0,10.0,10.0,9.0,9.0,t,0.97,37.96715,23.7095,1.0,False,2321,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,within an hour,100.0,94.0,t,t,ΙΛΙΣΙΑ,Entire home/apt,6,2.0,2.0,43.0,2,1125,t,62,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.55,37.97711,23.7536,1.5,False,2322,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2323,within an hour,100.0,99.0,t,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,5,2.0,2.0,59.0,1,28,t,166,98.0,10.0,10.0,10.0,10.0,9.0,9.0,t,4.06,37.98865,23.7297,1.0,False,2323,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,within an hour,100.0,95.0,t,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,5,2.0,3.0,99.0,3,1125,t,44,93.0,10.0,9.0,10.0,10.0,9.0,10.0,f,1.09,37.99247,23.73003,1.0,False,2324,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,within an hour,97.0,99.0,t,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,6,2.0,2.0,31.0,2,90,t,97,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,2.36,37.96714,23.72673,1.0,False,2325,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2326,,,100.0,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,2.0,35.0,1,1125,t,0,,,,,,,,f,,37.98017,23.73008,1.0,False,2326,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,,,100.0,t,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,3,2.0,2.0,40.0,2,150,t,69,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.67,37.98565,23.73945,1.0,False,2327,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,within an hour,100.0,95.0,t,t,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,1.0,1.0,47.0,1,1125,t,67,95.0,10.0,10.0,9.0,10.0,9.0,9.0,t,1.63,37.98348,23.75684,1.0,False,2328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2329,within an hour,97.0,100.0,t,t,ΠΑΓΚΡΑΤΙ,Entire home/apt,4,,1.0,27.0,2,46,t,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.45,37.97063,23.74422,1.0,False,2329,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2330,,,,f,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,3,2.0,2.0,115.0,2,1125,t,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.05,37.96807,23.72947,1.0,False,2330,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2331,,,,f,f,ΣΤΑΔΙΟ,Private room,2,,2.0,119.0,1,1125,t,0,,,,,,,,t,,37.96908,23.74215,1.0,False,2331,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2332,,,,f,f,ΣΤΑΔΙΟ,Private room,6,2.0,5.0,8000.0,1,1125,t,0,,,,,,,,t,,37.96965,23.74151,1.0,False,2332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2333,within an hour,100.0,100.0,t,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,6,1.0,1.0,42.0,2,1125,t,99,95.0,10.0,9.0,10.0,10.0,10.0,10.0,t,2.39,37.97859,23.72092,1.0,False,2333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2334,within an hour,100.0,100.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,6,1.0,1.0,47.0,1,1125,t,95,92.0,9.0,10.0,10.0,10.0,10.0,9.0,t,2.38,37.97796,23.7271,1.0,False,2334,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2335,,,,f,f,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,4,2.0,3.0,59.0,1,60,t,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.29,37.9683,23.70994,1.0,False,2335,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2336,,,,f,f,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,Entire home/apt,2,1.0,1.0,40.0,2,15,t,18,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t,0.44,37.98789,23.71279,1.0,False,2336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2337,,,71.0,t,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,2,,1.0,25.0,2,1125,t,71,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,1.71,37.96849,23.75292,1.0,False,2337,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2338,within a day,100.0,100.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,2.0,80.0,1,1125,t,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,t,0.07,37.97323,23.73463,1.0,False,2338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2339,within a day,100.0,100.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,6,2.0,2.0,85.0,1,1125,t,2,100.0,9.0,9.0,10.0,10.0,10.0,10.0,t,0.05,37.97532,23.73363,1.0,False,2339,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,within a day,100.0,100.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,2.0,60.0,1,1125,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.02,37.97467,23.73543,1.0,False,2340,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2341,within an hour,100.0,100.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,5,2.0,4.0,58.0,2,1125,t,5,96.0,9.0,9.0,10.0,10.0,9.0,10.0,f,0.12,37.97879,23.72934,1.5,False,2341,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2342,within a day,100.0,100.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,1.0,60.0,1,1125,t,4,93.0,10.0,10.0,9.0,9.0,10.0,10.0,t,0.1,37.97388,23.73537,1.0,False,2342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2343,a few days or more,33.0,,f,t,ΠΑΓΚΡΑΤΙ,Entire home/apt,3,1.0,1.0,45.0,4,100,t,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,f,0.03,37.96734,23.752,1.0,False,2343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2344,within a few hours,95.0,95.0,f,t,ΚΟΛΩΝΑΚΙ,Entire home/apt,4,2.0,2.0,58.0,1,180,t,48,96.0,9.0,10.0,10.0,10.0,10.0,9.0,t,1.26,37.9794,23.74507,2.0,False,2344,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2345,,,,f,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Private room,1,1.0,1.0,15.0,7,7,f,0,,,,,,,,f,,37.98487,23.73999,1.0,True,2345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,,,100.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,1.0,50.0,2,30,t,203,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,4.96,37.97393,23.73183,1.0,False,2346,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2347,within an hour,100.0,99.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,5,2.0,2.0,250.0,1,28,t,174,95.0,10.0,10.0,9.0,10.0,8.0,9.0,t,4.27,37.98297,23.72587,1.0,False,2347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,,,,f,f,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,1.0,2.0,33.0,3,90,t,24,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.59,37.99036,23.75505,1.0,False,2348,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,,,90.0,t,t,ΚΟΛΩΝΑΚΙ,Private room,2,1.0,1.0,19.0,1,1125,t,111,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,2.71,37.98096,23.73988,1.0,True,2349,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2350,,,,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,6,2.0,4.0,40.0,4,1125,t,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.08,37.95674,23.72906,1.5,False,2350,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,within an hour,90.0,100.0,t,t,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,Entire home/apt,6,3.0,4.0,39.0,2,30,t,48,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.2,38.01919,23.72997,1.0,False,2351,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2352,a few days or more,0.0,,f,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,4,1.0,1.0,30.0,1,1125,t,2,60.0,6.0,6.0,6.0,6.0,4.0,6.0,f,0.05,37.96593,23.75435,1.0,False,2352,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2353,within an hour,97.0,98.0,f,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Private room,6,2.0,2.0,169.0,1,1125,t,3,87.0,9.0,10.0,10.0,10.0,8.0,7.0,f,0.09,37.98759,23.7208,1.5,False,2353,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2354,within an hour,97.0,98.0,f,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Private room,8,3.0,4.0,230.0,1,1125,t,19,94.0,9.0,10.0,10.0,9.0,8.0,9.0,t,0.47,37.98759,23.7208,2.0,False,2354,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2355,within an hour,97.0,98.0,f,t,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,Entire home/apt,6,2.0,2.0,169.0,2,1125,t,4,95.0,10.0,10.0,10.0,10.0,8.0,9.0,t,0.19,37.98803,23.71984,1.5,False,2355,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2356,,,,f,f,ΠΑΓΚΡΑΤΙ,Private room,3,1.0,3.0,127.0,1,1125,t,0,,,,,,,,t,,37.97113,23.74152,1.0,False,2356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2357,,,,f,f,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,1,2.0,2.0,70.0,1,30,t,0,,,,,,,,f,,37.98838,23.75518,1.0,False,2357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,,,,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,5,1.0,5.0,75.0,4,1125,t,3,87.0,7.0,9.0,10.0,10.0,9.0,9.0,f,0.08,37.95899,23.73037,1.0,False,2358,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2359,,,,f,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Private room,1,,1.0,58.0,1,1125,t,0,,,,,,,,t,,37.96697,23.72876,1.0,False,2359,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,,,,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Private room,2,,2.0,68.0,1,1125,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.03,37.96643,23.72927,1.0,False,2360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,,,,f,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Private room,2,,1.0,108.0,1,1125,t,0,,,,,,,,t,,37.96563,23.72726,1.0,False,2361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
